ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
1082010	108	W	10	109		T4.271	22.865	37.977248	-120.322993	.493	ML	1	W/O Peaceful Oak Rd				
1082110	108	W	10	109		T4.271	22.865	37.977248	-120.322993		OR	1	On Ramp from Peaceful Oak Rd				
1082210	120	E	10	109		8.153	47.588	37.84302	-120.508587	2.548	ML	1	W/O La Grange Rd				
1082310	120	W	10	109		8.153	47.65	37.84306	-120.508624	2.548	ML	1	W/O La Grange Rd				
1082410	120	E	10	109		8.249	47.684	37.844031	-120.507433	1.773	ML	2	E/O La Grange Rd				
1082510	120	W	10	109		8.249	47.746	37.844044	-120.507473	1.774	ML	2	E/O La Grange Rd				
1082610	5	N	10	77		39.663	485.155	38.117278	-121.398359		OR	2	On from Rte 12				
1082710	5	N	10	77		39.367	484.859	38.113303	-121.396329		FR	2	Off to Rte 12				
1082810	5	N	10	77		R20.874	466.366	37.873774	-121.277566		FR	1	Off Ramp to Eldorado St				
1082910	5	S	10	77		R20.471	465.963	37.867974	-121.278771		OR	1	On Ramp from Eldorado St				
1083010	5	S	10	77	40704	R19.764	465.256	37.85797	-121.281611		FR	1	Off Ramp to Roth Rd				
1083110	5	N	10	77	40704	R19.717	465.209	37.857272	-121.281458		OR	2	On Ramp from Roth Rd				
1083210	5	N	10	77	75000	26.218	471.71	37.948675	-121.300874		OR	2	On Ramp from WB Rte 4				
1083310	4	W	10	77	75000	R16.15	65.093	37.948683	-121.299168		FR	2	Off Ramp to SB I-5				
1083410	4	E	10	77	75000	R16.031	64.974	37.948075	-121.301136		FR	1	Off Ramp to NB I-5				
1083510	4	E	10	77	75000	R16.003	64.946	37.947989	-121.301638		FR	1	Off Ramp to SB I-5				
1083610	5	N	10	77	75000	26.945	472.437	37.954688	-121.311908		FR	2	Off to Pershing Ave				
1083710	5	S	10	77	75000	27.034	472.526	37.955081	-121.313403		OR	2	On from Fremont St				
1083810	5	N	10	77		47.516	493.008	38.224823	-121.429754		FR	1	Off to Walnut Grove Rd				
1083910	5	N	10	77		47.646	493.138	38.226469	-121.430923		OR	1	On from Walnut Grove Rd				
1084010	5	S	10	77		47.698	493.19	38.227023	-121.431703		FR	1	Off to Walnut Grove Rd				
1084110	5	S	10	77		47.603	493.095	38.225808	-121.43085		OR	1	On from Walnut Grove Rd				
1084210	5	N	10	77		44.733	490.225	38.189619	-121.404698		OR	1	On from Peltier Rd				
1084310	5	N	10	77		44.604	490.096	38.187983	-121.403541		FR	1	Off to Peltier Rd				
1084410	5	S	10	77		44.815	490.307	38.190551	-121.405764		FR	1	Off to Peltier Rd				
1084510	5	S	10	77		44.702	490.194	38.189122	-121.404747		OR	1	On from Peltier Rd				
1084610	5	N	10	77		36.442	481.934	38.073815	-121.377465		FR	1	Off to Eight Mile Rd				
1084710	5	N	10	77		35.345	480.837	38.058356	-121.372643		OR	1	On from Eight Mile Rd				
1084810	5	S	10	77	75000	35.253	480.745	38.057022	-121.372553		OR	1	On from Eight Mile Rd				
1084910	5	S	10	77		35.396	480.888	38.059025	-121.373188		FR	1	Off to Eight Mile Rd				
1085010	5	N	10	77		41.581	487.073	38.144723	-121.399015		FR	1	Off to Turner Rd				
1085110	5	N	10	77		41.705	487.197	38.14652	-121.39901		OR	1	On from Turner Rd				
1085210	5	S	10	77		41.624	487.116	38.145346	-121.399357		OR	1	On from Turner Rd				
1085310	5	S	10	77		41.732	487.224	38.146912	-121.399357		FR	1	Off to Turner Rd				
1085410	5	N	10	77		28.977	474.469	37.970397	-121.337586		OR	1	On from Alpine Ave				
1085510	5	S	10	77		29.051	474.543	37.971345	-121.338319		FR	1	Off to Alpine Ave				
1085610	5	S	10	77		39.771	485.263	38.118659	-121.399406		FR	2	Off to Rte 12				
1085710	12	E	10	77		10.238	80.022	38.115898	-121.39659		FR	1	Off to SB I-5				
1085810	12	W	10	77		10.071	79.855	38.11608	-121.399679		FR	1	Off to SB I-5				
1085910	5	S	10	77	75000	28.527	474.019	37.964109	-121.335443		OR	2	On from Country Club Blvd				
1086010	5	N	10	77	75000	28.471	473.963	37.96342	-121.334844		FR	2	Off to Country Club Blvd				
1086110	5	N	10	77	75000	27.925	473.417	37.957308	-121.329271		OR	1	On from Monte Diablo				
1086210	5	N	10	77	75000	28.027	473.519	37.958101	-121.330808		FR	1	Off to Monte Diablo				
1086310	5	S	10	77	75000	27.771	473.263	37.956383	-121.326798		FR	1	Off to Monte Diablo				
1086410	5	S	10	77	75000	27.924	473.416	37.957139	-121.329418		OR	2	On from Monte Diablo				
1086510	5	S	10	77	75000	25.295	470.787	37.935756	-121.297505		OR	2	On from Charter Way				
1086610	5	S	10	77	75000	25.464	470.956	37.938184	-121.297895		FR	1	Off to Charter Way				
1086710	5	S	10	77	75000	24.601	470.093	37.92603	-121.294414		OR	2	On from Eighth St				
1086810	5	S	10	77	75000	24.519	470.011	37.924883	-121.294006		FR	2	Off to Eighth St				
1086910	5	N	10	77	75000	24.549	470.041	37.925345	-121.293835		FR	2	Off to Eighth St				
1087010	5	N	10	77	75000	24.68	470.172	37.927178	-121.294474		OR	2	On from Eighth St				
1087110	5	N	10	77	75000	25.287	470.779	37.935669	-121.2972		FR	2	Off to Charter Way				
1087210	5	N	10	77		R23.823	469.315	37.91519	-121.290156		OR	2	On from Charter Way				
1087310	5	S	10	77		R23.644	469.136	37.912661	-121.2896		OR	2	On from Downing Ave				
1087410	5	S	10	77	75000	25.394	470.886	37.937178	-121.297737		FR	1	Off to Downing Ave				
1087510	5	N	10	77		R23.742	469.234	37.914056	-121.289752		FR	2	Off to Downing Ave				
1087610	5	N	10	77		R23.604	469.096	37.912162	-121.289069		OR	2	On from Downing Ave				
1087710	5	N	10	77	40704	R17.016	462.508	37.819184	-121.292675		FR	2	Off to Matthews Rd				
1087810	5	N	10	77	40704	R17.713	463.205	37.828854	-121.28894		OR	2	On from Matthews Rd				
1087910	5	S	10	77	40704	R17.12	462.612	37.820692	-121.292435		OR	2	On from Matthews Rd				
1088010	5	S	10	77	40704	R17.892	463.384	37.831385	-121.288303		FR	2	Off to Matthews Rd				
1088110	5	S	10	77	40704	R16.412	461.904	37.810852	-121.296147		OR	1	On from Louise Ave				
1088210	5	S	10	77	40704	R16.556	462.048	37.812895	-121.295429		FR	1	Off to Louise Ave				
1088310	5	N	10	77	40704	R16.571	462.063	37.81302	-121.29504		FR	2	Off to Louise Ave				
1088410	5	N	10	77	40704	R16.527	462.019	37.812408	-121.295263		OR	2	On from Louise Ave				
1088510	5	N	10	77	40704	R14.055	459.547	37.780987	-121.312507		OR	1	On from Mossdale Rd				
1088610	5	N	10	77	40704	R13.948	459.44	37.779928	-121.313933		FR	1	Off to Mossdale Rd				
1088710	5	S	10	77	40704	R13.714	459.206	37.777858	-121.317366		FR	1	Off to Manthey Rd				
1088810	5	S	10	77	40704	R13.641	459.133	37.777146	-121.318359		OR	1	On from Manthey Rd				
1088910	5	N	10	77		R12.111	457.603	37.762045	-121.338476		OR	1	On from 11th St				
1089010	5	S	10	77		R12.016	457.508	37.761277	-121.340152		FR	1	Off to 11th St				
1089110	5	S	10	77		11.065	456.557	37.748285	-121.343854		FR	1	Off to Kasson Rd				
1089210	5	S	10	77		11.017	456.509	37.747568	-121.343847		OR	1	On from Kasson Rd				
1089310	132	E	10	77		3.171	3.909	37.637612	-121.344242		OR	1	On from SB I-5				
1089410	132	E	10	77		3.151	3.889	37.637607	-121.344606		FR	1	Off to SB I-5				
1089510	132	W	10	77		3.156	3.894	37.637918	-121.344511		FR	1	Off to SB I-5				
1089610	132	W	10	77		3.142	3.88	37.637915	-121.344767		OR	1	On from SB I-5				
1089710	132	E	10	77		3.324	4.062	37.637669	-121.341454		FR	1	Off to NB I-5				
1089810	132	E	10	77		3.334	4.072	37.637672	-121.341272		OR	1	On from NB I-5				
1089910	132	W	10	77		3.317	4.055	37.637933	-121.341577		OR	1	On from NB I-5				
1090010	132	W	10	77		3.324	4.062	37.637933	-121.34145		FR	1	Off to NB I-5				
1090110	5	S	10	77	40704	R19.403	464.895	37.852841	-121.282915		OR	1	On from Roth Rd				
1090210	5	N	10	77	40704	R19.375	464.867	37.852403	-121.282685		FR	1	Off to Roth Rd				
1090310	5	S	10	77	40704	R17.756	463.248	37.829502	-121.289035		FR	1	Off to Lathrop Rd				
1090410	5	N	10	77	40704	R17.752	463.244	37.829394	-121.288731		OR	1	On from Lathrop Rd				
1090510	5	S	10	77	40704	R17.347	462.839	37.823829	-121.291226		OR	1	On from Lathrop Rd				
1090610	5	N	10	77	40704	R17.315	462.807	37.823322	-121.291076		FR	1	Off to Lathrop Rd				
1090710	5	N	10	77		10.944	456.436	37.746495	-121.343478		OR	1	On from Kasson Rd				
1090810	5	N	10	77		10.934	456.426	37.74635	-121.343478		FR	1	Off to Kasson Rd				
1090910	132	E	10	77		T6.203	6.941	37.638138	-121.289303	2.952	ML	1	E/O Rte 33				
1091010	132	W	10	77		T6.203	6.941	37.638138	-121.289304	1.017	ML	1	E/O Rte 33				
1091110	132	W	10	77		T6.141	6.879	37.638061	-121.290401		FR	1	Off to Rte 33				
1091210	132	W	10	77		T6.086	6.824	37.638037	-121.291379	1.993	ML	1	W/O WB Off to Rte 33				
1091310	132	E	10	77		T6.066	6.804	37.638029	-121.291732		FR	1	Off to Rte 33				
1091410	132	W	10	77		T6.066	6.804	37.638029	-121.291734		OR	1	On from Rte 33				
1091510	580	E	10	77		L0.257	.257	37.594123	-121.337995	2.757	ML	2	W/O I-5				
1091610	5	S	10	77		0.311L	445.803	37.593511	-121.338611	2.048	ML	2	N/O I-580				
1091710	580	W	10	77		L0.257	.257	37.594749	-121.338359	2.757	ML	2	W/O I-5				
1091810	5	N	10	77		0.285R	445.842	37.594022	-121.33737	1.915	ML	2	N/O I-580				
1091910	5	S	10	77	75000	26.47	471.962	37.950822	-121.30455		FR	2	Off to EB Rte 4				
1092010	132	W	10	77		2.217	2.955	37.637932	-121.361623	4.434	ML	2	W/O Bird Rd				
1092110	132	W	10	77		2.217	2.955	37.637932	-121.361623		FR	1	Off to Bird Rd				
1092210	132	E	10	77		2.217	2.955	37.637664	-121.361623	4.493	ML	2	W/O Bird Rd				
